9.84019e-06	9.82726e-06	9.81241e-06	9.79582e-06	9.77772e-06	9.75833e-06	9.73789e-06	9.71668e-06	9.69496e-06	9.67302e-06	9.65115e-06	9.62967e-06	9.60887e-06	9.58907e-06	9.57057e-06	9.55369e-06	9.5387e-06	9.5259e-06	9.51554e-06	9.50786e-06	9.50304e-06	9.50125e-06	9.50259e-06	9.5071e-06	9.51477e-06	9.52551e-06	9.53917e-06	9.55552e-06	9.57426e-06	9.59504e-06	9.61746e-06	9.64108e-06	9.66543e-06	9.69004e-06	9.71445e-06	9.73819e-06	9.76087e-06	9.78208e-06	9.80152e-06	9.81888e-06	9.83395e-06	9.84654e-06	9.85653e-06	9.86384e-06	9.86843e-06	9.87029e-06	9.86947e-06	9.86603e-06	9.86005e-06	9.85166e-06	9.84099e-06	9.82821e-06	9.81348e-06	9.797e-06	9.779e-06	9.75968e-06	9.73931e-06	9.71814e-06	9.69645e-06	9.67451e-06	9.65263e-06	9.63111e-06	9.61026e-06	9.59038e-06	9.57179e-06	9.55478e-06	9.53966e-06	9.5267e-06	9.51617e-06	9.50829e-06	9.50327e-06	9.50127e-06	9.50239e-06	9.50669e-06	9.51415e-06	9.52469e-06	9.53815e-06	9.55433e-06	9.57292e-06	9.59357e-06	9.61589e-06	9.63944e-06	9.66376e-06	9.68837e-06	9.7128e-06	9.73661e-06	9.75936e-06	9.78069e-06	9.80026e-06	9.81777e-06	9.833e-06	9.84577e-06	9.85594e-06	9.86343e-06	9.8682e-06	9.87025e-06	9.86961e-06	9.86634e-06	9.86054e-06	9.85231e-06	9.84179e-06
9.85012e-06	9.84132e-06	9.83021e-06	9.81699e-06	9.80187e-06	9.7851e-06	9.76692e-06	9.74758e-06	9.72735e-06	9.70649e-06	9.68525e-06	9.66392e-06	9.64273e-06	9.62197e-06	9.60188e-06	9.58272e-06	9.56475e-06	9.54822e-06	9.5334e-06	9.52052e-06	9.50983e-06	9.50155e-06	9.4959e-06	9.49305e-06	9.49315e-06	9.49629e-06	9.50251e-06	9.51181e-06	9.52408e-06	9.53916e-06	9.55682e-06	9.57675e-06	9.59859e-06	9.62192e-06	9.64627e-06	9.67115e-06	9.69609e-06	9.72058e-06	9.74417e-06	9.76641e-06	9.78693e-06	9.80538e-06	9.82147e-06	9.835e-06	9.84579e-06	9.85374e-06	9.85879e-06	9.86094e-06	9.86024e-06	9.85676e-06	9.85063e-06	9.842e-06	9.83104e-06	9.81795e-06	9.80296e-06	9.78629e-06	9.7682e-06	9.74893e-06	9.72875e-06	9.70792e-06	9.68671e-06	9.66537e-06	9.64417e-06	9.62336e-06	9.60322e-06	9.58399e-06	9.56593e-06	9.5493e-06	9.53435e-06	9.52133e-06	9.51048e-06	9.50204e-06	9.4962e-06	9.49315e-06	9.49304e-06	9.49597e-06	9.50199e-06	9.51108e-06	9.52315e-06	9.53805e-06	9.55554e-06	9.57533e-06	9.59705e-06	9.62029e-06	9.64458e-06	9.66945e-06	9.6944e-06	9.71894e-06	9.7426e-06	9.76495e-06	9.78559e-06	9.80419e-06	9.82046e-06	9.83416e-06	9.84514e-06	9.85329e-06	9.85854e-06	9.86089e-06	9.86038e-06	9.85709e-06	9.85113e-06
9.84149e-06	9.83848e-06	9.83287e-06	9.82484e-06	9.81461e-06	9.80239e-06	9.78842e-06	9.77295e-06	9.75621e-06	9.73845e-06	9.71989e-06	9.70075e-06	9.68126e-06	9.66162e-06	9.64203e-06	9.62269e-06	9.60381e-06	9.58558e-06	9.56824e-06	9.55198e-06	9.53706e-06	9.5237e-06	9.51215e-06	9.50265e-06	9.49543e-06	9.49072e-06	9.48872e-06	9.48957e-06	9.4934e-06	9.50025e-06	9.51011e-06	9.52288e-06	9.53842e-06	9.55645e-06	9.57667e-06	9.59869e-06	9.62205e-06	9.64629e-06	9.67089e-06	9.69533e-06	9.71912e-06	9.74176e-06	9.76282e-06	9.78192e-06	9.79873e-06	9.81299e-06	9.8245e-06	9.83315e-06	9.83887e-06	9.84166e-06	9.8416e-06	9.83877e-06	9.83333e-06	9.82546e-06	9.81537e-06	9.80328e-06	9.78942e-06	9.77404e-06	9.75739e-06	9.73969e-06	9.72117e-06	9.70207e-06	9.6826e-06	9.66296e-06	9.64336e-06	9.62399e-06	9.60507e-06	9.5868e-06	9.56939e-06	9.55305e-06	9.53803e-06	9.52456e-06	9.51287e-06	9.50322e-06	9.49584e-06	9.49096e-06	9.48876e-06	9.48942e-06	9.49304e-06	9.49968e-06	9.50934e-06	9.52192e-06	9.53727e-06	9.55515e-06	9.57523e-06	9.59714e-06	9.62043e-06	9.64462e-06	9.66921e-06	9.69368e-06	9.71753e-06	9.74026e-06	9.76145e-06	9.78069e-06	9.79766e-06	9.8121e-06	9.82381e-06	9.83265e-06	9.83857e-06	9.84156e-06	9.84169e-06
9.80907e-06	9.81335e-06	9.81496e-06	9.81401e-06	9.81065e-06	9.80505e-06	9.79741e-06	9.78792e-06	9.77679e-06	9.76423e-06	9.75042e-06	9.73554e-06	9.71976e-06	9.70326e-06	9.68617e-06	9.66867e-06	9.65089e-06	9.633e-06	9.61517e-06	9.59757e-06	9.5804e-06	9.56388e-06	9.54823e-06	9.5337e-06	9.52056e-06	9.50906e-06	9.49948e-06	9.49208e-06	9.48711e-06	9.48478e-06	9.48528e-06	9.48872e-06	9.49516e-06	9.50459e-06	9.51692e-06	9.53197e-06	9.54948e-06	9.5691e-06	9.59043e-06	9.61301e-06	9.63634e-06	9.65989e-06	9.68315e-06	9.70561e-06	9.7268e-06	9.74631e-06	9.76378e-06	9.77892e-06	9.79153e-06	9.80147e-06	9.80867e-06	9.81314e-06	9.81493e-06	9.81415e-06	9.81095e-06	9.8055e-06	9.79799e-06	9.78862e-06	9.7776e-06	9.76513e-06	9.75139e-06	9.73658e-06	9.72086e-06	9.7044e-06	9.68735e-06	9.66987e-06	9.65211e-06	9.63422e-06	9.61638e-06	9.59876e-06	9.58155e-06	9.56498e-06	9.54927e-06	9.53465e-06	9.5214e-06	9.50978e-06	9.50006e-06	9.49251e-06	9.48737e-06	9.48485e-06	9.48515e-06	9.48839e-06	9.49462e-06	9.50386e-06	9.51599e-06	9.53086e-06	9.54821e-06	9.5677e-06	9.58893e-06	9.61144e-06	9.63473e-06	9.65829e-06	9.68158e-06	9.70411e-06	9.7254e-06	9.74504e-06	9.76266e-06	9.77797e-06	9.79076e-06	9.80088e-06	9.80827e-06
9.74908e-06	9.76149e-06	9.77156e-06	9.77925e-06	9.78458e-06	9.7876e-06	9.78839e-06	9.78706e-06	9.78375e-06	9.77857e-06	9.77165e-06	9.76313e-06	9.75313e-06	9.74177e-06	9.72918e-06	9.71546e-06	9.70074e-06	9.68514e-06	9.6688e-06	9.65186e-06	9.63449e-06	9.61686e-06	9.59918e-06	9.58166e-06	9.56454e-06	9.54809e-06	9.53259e-06	9.51832e-06	9.50559e-06	9.49469e-06	9.48592e-06	9.47953e-06	9.47578e-06	9.47484e-06	9.47685e-06	9.48188e-06	9.48991e-06	9.50085e-06	9.51451e-06	9.53064e-06	9.54889e-06	9.56886e-06	9.59008e-06	9.61207e-06	9.63433e-06	9.65634e-06	9.67766e-06	9.69784e-06	9.71651e-06	9.73336e-06	9.74815e-06	9.76072e-06	9.77095e-06	9.7788e-06	9.78429e-06	9.78746e-06	9.7884e-06	9.78722e-06	9.78403e-06	9.77897e-06	9.77217e-06	9.76376e-06	9.75386e-06	9.74259e-06	9.73007e-06	9.71642e-06	9.70177e-06	9.68622e-06	9.66993e-06	9.65303e-06	9.63568e-06	9.61806e-06	9.60038e-06	9.58284e-06	9.56569e-06	9.54919e-06	9.53361e-06	9.51925e-06	9.5064e-06	9.49537e-06	9.48644e-06	9.47989e-06	9.47594e-06	9.47481e-06	9.47662e-06	9.48144e-06	9.48927e-06	9.50001e-06	9.5135e-06	9.52947e-06	9.54759e-06	9.56746e-06	9.58861e-06	9.61056e-06	9.63281e-06	9.65486e-06	9.67624e-06	9.69651e-06	9.71529e-06	9.73228e-06	9.74722e-06
9.66121e-06	9.68122e-06	9.69983e-06	9.71677e-06	9.73185e-06	9.74491e-06	9.75585e-06	9.7646e-06	9.77115e-06	9.77548e-06	9.77762e-06	9.77761e-06	9.77551e-06	9.77139e-06	9.76532e-06	9.7574e-06	9.7477e-06	9.73635e-06	9.72346e-06	9.70915e-06	9.69357e-06	9.67687e-06	9.65921e-06	9.64081e-06	9.62185e-06	9.60259e-06	9.58326e-06	9.56414e-06	9.54552e-06	9.52772e-06	9.51104e-06	9.49583e-06	9.4824e-06	9.47107e-06	9.46213e-06	9.45583e-06	9.4524e-06	9.45199e-06	9.45469e-06	9.4605e-06	9.46936e-06	9.48111e-06	9.49552e-06	9.51227e-06	9.531e-06	9.55127e-06	9.57264e-06	9.59463e-06	9.61678e-06	9.63864e-06	9.65981e-06	9.6799e-06	9.69861e-06	9.71567e-06	9.73088e-06	9.74408e-06	9.75517e-06	9.76408e-06	9.77077e-06	9.77525e-06	9.77754e-06	9.77768e-06	9.77572e-06	9.77173e-06	9.7658e-06	9.75799e-06	9.74842e-06	9.73718e-06	9.72439e-06	9.71017e-06	9.69467e-06	9.67804e-06	9.66044e-06	9.64208e-06	9.62316e-06	9.6039e-06	9.58457e-06	9.56543e-06	9.54677e-06	9.5289e-06	9.51214e-06	9.49681e-06	9.48325e-06	9.47177e-06	9.46266e-06	9.45617e-06	9.45254e-06	9.45192e-06	9.4544e-06	9.46001e-06	9.46866e-06	9.48022e-06	9.49446e-06	9.51106e-06	9.52967e-06	9.54985e-06	9.57116e-06	9.59312e-06	9.61528e-06	9.63717e-06	9.65839e-06
9.55057e-06	9.57575e-06	9.60113e-06	9.62624e-06	9.65061e-06	9.67384e-06	9.69555e-06	9.71544e-06	9.73325e-06	9.74876e-06	9.76182e-06	9.77233e-06	9.78021e-06	9.78545e-06	9.78804e-06	9.78802e-06	9.78546e-06	9.78042e-06	9.77302e-06	9.76337e-06	9.7516e-06	9.73785e-06	9.72228e-06	9.70506e-06	9.68637e-06	9.66643e-06	9.64545e-06	9.62368e-06	9.60137e-06	9.5788e-06	9.55628e-06	9.53413e-06	9.51269e-06	9.49232e-06	9.47337e-06	9.45622e-06	9.44122e-06	9.42872e-06	9.41901e-06	9.41238e-06	9.40904e-06	9.40913e-06	9.41272e-06	9.41981e-06	9.4303e-06	9.444e-06	9.46064e-06	9.47988e-06	9.50131e-06	9.52447e-06	9.54887e-06	9.57402e-06	9.59941e-06	9.62455e-06	9.64898e-06	9.6723e-06	9.69413e-06	9.71415e-06	9.73211e-06	9.74778e-06	9.76101e-06	9.77169e-06	9.77976e-06	9.78517e-06	9.78794e-06	9.7881e-06	9.78571e-06	9.78084e-06	9.7736e-06	9.7641e-06	9.75247e-06	9.73885e-06	9.72339e-06	9.70628e-06	9.68769e-06	9.66783e-06	9.64691e-06	9.62518e-06	9.6029e-06	9.58034e-06	9.55781e-06	9.53562e-06	9.51412e-06	9.49366e-06	9.47461e-06	9.45733e-06	9.44217e-06	9.42948e-06	9.41958e-06	9.41273e-06	9.40916e-06	9.40901e-06	9.41237e-06	9.41922e-06	9.42948e-06	9.44297e-06	9.45942e-06	9.47849e-06	9.49979e-06	9.52284e-06	9.54718e-06
9.42847e-06	9.45454e-06	9.4829e-06	9.51294e-06	9.54402e-06	9.57549e-06	9.60673e-06	9.63715e-06	9.6662e-06	9.6934e-06	9.71835e-06	9.74071e-06	9.76021e-06	9.77666e-06	9.78993e-06	9.79995e-06	9.80669e-06	9.81019e-06	9.81049e-06	9.80769e-06	9.80189e-06	9.79324e-06	9.78186e-06	9.76794e-06	9.75164e-06	9.73315e-06	9.71266e-06	9.69041e-06	9.6666e-06	9.64151e-06	9.61539e-06	9.58854e-06	9.56129e-06	9.53397e-06	9.50697e-06	9.48067e-06	9.4555e-06	9.43189e-06	9.41029e-06	9.39115e-06	9.37489e-06	9.36193e-06	9.35261e-06	9.34724e-06	9.34605e-06	9.34917e-06	9.35664e-06	9.36838e-06	9.3842e-06	9.4038e-06	9.42679e-06	9.45268e-06	9.4809e-06	9.51085e-06	9.54188e-06	9.57335e-06	9.60462e-06	9.63511e-06	9.66427e-06	9.69161e-06	9.71673e-06	9.73927e-06	9.75897e-06	9.77564e-06	9.78913e-06	9.79937e-06	9.80634e-06	9.81005e-06	9.81057e-06	9.80798e-06	9.80238e-06	9.79391e-06	9.78272e-06	9.76897e-06	9.75282e-06	9.73447e-06	9.71412e-06	9.69197e-06	9.66827e-06	9.64325e-06	9.6172e-06	9.59039e-06	9.56315e-06	9.53583e-06	9.50879e-06	9.48243e-06	9.45717e-06	9.43344e-06	9.41169e-06	9.39237e-06	9.3759e-06	9.3627e-06	9.35312e-06	9.34747e-06	9.34599e-06	9.34882e-06	9.35599e-06	9.36744e-06	9.38299e-06	9.40235e-06	9.42513e-06
9.3108e-06	9.33253e-06	9.35865e-06	9.38858e-06	9.42168e-06	9.4572e-06	9.49436e-06	9.53238e-06	9.57048e-06	9.6079e-06	9.64397e-06	9.67806e-06	9.70965e-06	9.73829e-06	9.76363e-06	9.7854e-06	9.80343e-06	9.8176e-06	9.82786e-06	9.83422e-06	9.83674e-06	9.8355e-06	9.83064e-06	9.82227e-06	9.81058e-06	9.79574e-06	9.77793e-06	9.75736e-06	9.73425e-06	9.70883e-06	9.68135e-06	9.65209e-06	9.62134e-06	9.58943e-06	9.55673e-06	9.52362e-06	9.49055e-06	9.45798e-06	9.42641e-06	9.39638e-06	9.36844e-06	9.34315e-06	9.32106e-06	9.30271e-06	9.2886e-06	9.27913e-06	9.27466e-06	9.27541e-06	9.2815e-06	9.29292e-06	9.30949e-06	9.33091e-06	9.35674e-06	9.38644e-06	9.41934e-06	9.45471e-06	9.49179e-06	9.52978e-06	9.5679e-06	9.60539e-06	9.64157e-06	9.67581e-06	9.70758e-06	9.73644e-06	9.76201e-06	9.78404e-06	9.80232e-06	9.81675e-06	9.82728e-06	9.83391e-06	9.83669e-06	9.83571e-06	9.83108e-06	9.82295e-06	9.81148e-06	9.79685e-06	9.77923e-06	9.75885e-06	9.7359e-06	9.71063e-06	9.68328e-06	9.65413e-06	9.62347e-06	9.59163e-06	9.55897e-06	9.52588e-06	9.49279e-06	9.46017e-06	9.42852e-06	9.39837e-06	9.37026e-06	9.34478e-06	9.32245e-06	9.30384e-06	9.28941e-06	9.27962e-06	9.2748e-06	9.27519e-06	9.28092e-06	9.29197e-06	9.3082e-06
9.21403e-06	9.22681e-06	9.24548e-06	9.2697e-06	9.29899e-06	9.33274e-06	9.37023e-06	9.41065e-06	9.45315e-06	9.49683e-06	9.54082e-06	9.58426e-06	9.62635e-06	9.66637e-06	9.70369e-06	9.73776e-06	9.76814e-06	9.7945e-06	9.81659e-06	9.83424e-06	9.84737e-06	9.85596e-06	9.86004e-06	9.8597e-06	9.85505e-06	9.84625e-06	9.83347e-06	9.81689e-06	9.79674e-06	9.77326e-06	9.74668e-06	9.71728e-06	9.68537e-06	9.65128e-06	9.61536e-06	9.578e-06	9.53966e-06	9.50081e-06	9.46197e-06	9.42371e-06	9.38662e-06	9.35133e-06	9.31848e-06	9.28872e-06	9.26269e-06	9.24098e-06	9.22414e-06	9.21265e-06	9.20688e-06	9.20708e-06	9.21338e-06	9.22575e-06	9.24403e-06	9.26789e-06	9.29685e-06	9.33032e-06	9.36757e-06	9.40782e-06	9.45021e-06	9.49384e-06	9.53783e-06	9.58133e-06	9.62354e-06	9.66372e-06	9.70124e-06	9.73555e-06	9.7662e-06	9.79284e-06	9.81522e-06	9.83318e-06	9.84662e-06	9.85552e-06	9.85991e-06	9.85986e-06	9.8555e-06	9.84698e-06	9.83446e-06	9.81814e-06	9.79823e-06	9.77496e-06	9.74858e-06	9.71937e-06	9.68762e-06	9.65366e-06	9.61785e-06	9.58059e-06	9.5423e-06	9.50347e-06	9.46461e-06	9.42629e-06	9.3891e-06	9.35366e-06	9.32063e-06	9.29064e-06	9.26433e-06	9.24231e-06	9.22513e-06	9.21326e-06	9.20708e-06	9.20687e-06	9.21275e-06
